,ID,Count
0,18288,411.7158163887958
1,18289,328.57076134468383
2,18290,278.07206635045105
3,18291,229.76101403997302
4,18292,193.39053985621018
5,18293,173.11643324522493
6,18294,186.14717444846025
7,18295,215.88155527380957
8,18296,248.601080630838
9,18297,321.2469140990701
10,18298,455.97351068321984
11,18299,505.50642362308616
12,18300,510.86212410639234
13,18301,451.81772123715734
14,18302,483.1032065740657
15,18303,477.0012199578399
16,18304,464.82651284824806
17,18305,475.65497830629835
18,18306,487.3614274501366
19,18307,517.1397074597757
20,18308,496.95339921736866
21,18309,463.8534142631658
22,18310,465.5362163275927
23,18311,454.532154132385
24,18312,392.34553989876304
25,18313,313.1122673047635
26,18314,264.9894190608543
27,18315,218.95128997442532
28,18316,184.2919624432064
29,18317,164.9717056359225
30,18318,177.38938061743568
31,18319,205.72482762746844
32,18320,236.90497502630404
33,18321,306.1329901253732
34,18322,434.52101208471026
35,18323,481.7235160851835
36,18324,486.82724325332936
37,18325,430.5607429159852
38,18326,460.37431855941577
39,18327,454.5594162940694
40,18328,442.9575009828749
41,18329,453.27651219715835
42,18330,464.4321999963838
43,18331,492.809480835664
44,18332,473.5728916868738
45,18333,442.0301844345637
46,18334,443.6338145557023
47,18335,433.14746802443085
48,18336,377.9199651587731
49,18337,301.5999039549009
50,18338,255.24641377282373
51,18339,210.90099278292863
52,18340,177.51600296909118
53,18341,158.90610420140973
54,18342,170.86721199832095
55,18343,198.1608347308566
56,18344,228.19456525740696
57,18345,294.8772375289001
58,18346,418.5447495852272
59,18347,464.01173430453514
60,18348,468.92781005262
61,18349,414.73008971512877
62,18350,443.44749394847616
63,18351,437.8463912518878
64,18352,426.6710496606134
65,18353,436.61065636439105
66,18354,447.35617712523185
67,18355,474.6900955606209
68,18356,456.1607881986453
69,18357,425.7778282473679
70,18358,427.3224968567388
71,18359,417.22170734154884
72,18360,262.6231690461518
73,18361,209.58702863812536
74,18362,177.37518060079702
75,18363,146.55877483573198
76,18364,123.35896368047858
77,18365,110.42662074923581
78,18366,118.73860297967377
79,18367,137.70541700802812
80,18368,158.57637968883557
81,18369,204.9153305962006
82,18370,290.8540396311706
83,18371,322.4498395750584
84,18372,325.86610627504746
85,18373,288.20316601697147
86,18374,308.1593906196399
87,18375,304.2670867565376
88,18376,296.5011471543767
89,18377,303.40835305052934
90,18378,310.87560266799164
91,18379,329.8704188824116
92,18380,316.9940803232995
93,18381,295.8804320299248
94,18382,296.953849162435
95,18383,289.9346345220207
96,18384,261.67064371625474
97,18385,208.8268635912989
98,18386,176.7318468346599
99,18387,146.02721112847513
100,18388,122.91154490169268
101,18389,110.0261071397907
102,18390,118.30794209249646
103,18391,137.20596412943942
104,18392,158.00122853623316
105,18393,204.17210963977834
106,18394,289.7991218908287
107,18395,321.280324939575
108,18396,324.68420095607166
109,18397,287.1578629053505
110,18398,307.0417069580004
111,18399,303.1635203490411
112,18400,295.4257475465133
113,18401,302.3079012410692
114,18402,309.74806739734595
115,18403,328.6739900573751
116,18404,315.8443535416449
117,18405,294.8072837347724
118,18406,295.8768076197372
119,18407,288.8830514328373
120,18408,410.1411080578676
121,18409,327.31406171208994
122,18410,277.00851138838715
123,18411,228.8822365713183
124,18412,192.65087020517421
125,18413,172.4543068978747
126,18414,185.43520882869421
127,18415,215.05586320648717
128,18416,247.6502446970116
129,18417,320.01822632031576
130,18418,454.2295279228457
131,18419,503.57299006301787
132,18420,508.90820635350633
133,18421,450.0896333149258
134,18422,481.2554596238443
135,18423,475.1768115551731
136,18424,463.04866960521065
137,18425,473.8357189357059
138,18426,485.4973938875929
139,18427,515.1617795464557
140,18428,495.05267880129486
141,18429,462.0792928748344
142,18430,463.75565864916814
143,18431,452.7936841943948
144,18432,400.49225669773034
145,18433,319.61377352469583
146,18434,270.4916958354768
147,18435,223.49762469929692
148,18436,188.11862612017376
149,18437,168.39720084100438
150,18438,181.07271813519458
151,18439,209.99652626747294
152,18440,241.8241025390158
153,18441,312.489577673217
154,18442,443.54346619383114
155,18443,491.7260894850531
156,18444,496.9357911466742
157,18445,439.50096545093396
158,18446,469.93359428302654
159,18447,463.99795058658935
160,18448,452.1551315088061
161,18449,462.68840809241124
162,18450,474.07573412874126
163,18451,503.0422447336561
164,18452,483.4062243997588
165,18453,451.2085600320355
166,18454,452.845488149758
167,18455,442.14140167560817
168,18456,415.4285079777559
169,18457,331.5336834707326
170,18458,280.5796110712716
171,18459,231.83290865839984
172,18460,195.1344598178144
173,18461,174.67752927320302
174,18462,187.82577658462606
175,18463,217.82829038228016
176,18464,250.84286757300612
177,18465,324.1437926460645
178,18466,460.0853007833688
179,18467,510.0648820850715
180,18468,515.4688781726412
181,18469,455.892036059681
182,18470,487.4596416204021
183,18471,481.3026296845646
184,18472,469.01813584615496
185,18473,479.9442481543557
186,18474,491.75626146051866
187,18475,521.8030703080711
188,18476,501.4347298632555
189,18477,468.0362622400796
190,18478,469.7342391528406
191,18479,458.63094664504774
192,18480,396.058231487723
193,18481,316.0751894308123
194,18482,267.4969637816748
195,18483,221.02318459285212
196,18484,186.03588240481062
197,18485,166.53280166390059
198,18486,179.06798275360146
199,18487,207.671562735939
200,18488,239.14676196847216
201,18489,309.0298686723676
202,18490,438.6328021848592
203,18491,486.2819745471689
204,18492,491.4339973195782
205,18493,434.63505773850886
206,18494,464.7307536057523
207,18495,458.8608260207941
208,18496,447.14912398078184
209,18497,457.56578204521566
210,18498,468.82703400676587
211,18499,497.47284368395947
212,18500,478.0542223327606
213,18501,446.21303241147734
214,18502,447.8318373809502
215,18503,437.24626053709346
216,18504,381.63265674773317
217,18505,304.5628260809498
218,18506,257.7539584936443
219,18507,212.9728874013554
220,18508,179.25992293069538
221,18509,160.46720022938786
222,18510,172.54581413448676
223,18511,200.1075698393272
224,18512,230.43635219957508
225,18513,297.7741160758945
226,18514,422.6565396853761
227,18515,468.57019276652056
228,18516,473.53456411886884
229,18517,418.8044045376523
230,18518,447.8039289948126
231,18519,442.1478009786125
232,18520,430.8626726585204
233,18521,440.8999262124484
234,18522,451.7510111356139
235,18523,479.35345840891637
236,18524,460.64211884453215
237,18525,429.96067622428166
238,18526,431.5205196819867
239,18527,421.32049985421156
240,18528,266.3358606351119
241,18529,212.54995076417416
242,18530,179.8827253216176
243,18531,148.63066945415878
244,18532,125.10288364208279
245,18533,111.9877167772139
246,18534,120.41720511583958
247,18535,139.6521521164987
248,18536,160.8181666310037
249,18537,207.812209143195
250,18538,294.9658297313195
251,18539,327.0082980370437
252,18540,330.4728603412964
253,18541,292.2774808394951
254,18542,312.5158256659763
255,18543,308.56849648326227
