,ID,Count
0,18288,482.5684831609932
1,18289,385.11489625024683
2,18290,325.9258204971694
3,18291,269.30086147115225
4,18292,226.6713489286214
5,18293,202.9082470868684
6,18294,218.18146411327135
7,18295,253.0328700623449
8,18296,291.3831376322904
9,18297,376.53067938139304
10,18298,534.4425369469055
11,18299,592.4996280579364
12,18300,598.7769974365592
13,18301,529.5715727296138
14,18302,566.2410146189447
15,18303,559.0889298351042
16,18304,544.8190628323339
17,18305,557.5110118492207
18,18306,571.232037813423
19,18307,606.1348976098625
20,18308,582.4747034628405
21,18309,543.6785025490589
22,18310,545.6509000314129
23,18311,532.7531356250634
24,18312,366.6510927118758
25,18313,292.6067541851173
26,18314,247.63543911017126
27,18315,204.61231632838786
28,18316,172.22280499289712
29,18317,154.16781889137923
30,18318,165.7722686376094
31,18319,192.2520461607302
32,18320,221.39022654542447
33,18321,286.0845452036598
34,18322,406.0645214120134
35,18323,450.17576497292123
36,18324,454.9452524598614
37,18325,402.3636076243331
38,18326,430.2247121245463
39,18327,424.79062392221283
40,18328,413.9485102906988
41,18329,423.5917363571896
42,18330,434.0168456182607
43,18331,460.53571730111076
44,18332,442.5589195190505
45,18333,413.08192308337175
46,18334,414.5805325396507
47,18335,404.78092983424415
48,18336,361.256903972294
49,18337,288.3019093614548
50,18338,243.9922144649384
51,18339,201.60204996164978
52,18340,169.68905469497588
53,18341,151.89969442864034
54,18342,163.33341894482368
55,18343,189.42362469090335
56,18344,218.13312274613696
57,18345,281.87565543630103
58,18346,400.090480389134
59,18347,443.5527571856301
60,18348,448.25207574028843
61,18349,396.4440146254102
62,18350,423.89522519879563
63,18351,418.5410835668491
64,18352,407.85847963932036
65,18353,417.3598340940934
66,18354,427.63156863979395
67,18355,453.76029339042026
68,18356,436.04797113317704
69,18357,407.0046417052084
70,18358,408.481203546153
71,18359,398.82577307319474
72,18360,510.9781918441977
73,18361,407.7873300991476
74,18362,345.1136828125992
75,18363,285.1551065980123
76,18364,240.01591496349593
77,18365,214.8538348952509
78,18366,231.0262147586738
79,18367,267.9293881247317
80,18368,308.5374076358076
81,18369,398.69774433649434
82,18370,565.9061681461873
83,18371,627.3811887387595
84,18372,634.0281185871737
85,18373,560.7484411599863
86,18374,599.5766816406127
87,18375,592.0035402559442
88,18376,576.893579507637
89,18377,590.3327272885832
90,18378,604.8615357004169
91,18379,641.8191920980195
92,18380,616.7660780928627
93,18381,575.6858723084026
94,18382,577.7743885176037
95,18383,564.1173086104806
96,18384,504.5017234324938
97,18385,402.6187694751642
98,18386,340.739488569366
99,18387,281.54086616702114
100,18388,236.97379787048064
101,18389,212.1306382949999
102,18390,228.09803894600373
103,18391,264.53347760163433
104,18392,304.6268047837164
105,18393,393.64439100708216
106,18394,558.7335070023538
107,18395,619.4293533848885
108,18396,625.9920357411686
109,18397,553.6411523870984
110,18398,591.9772586103953
111,18399,584.5001041225025
112,18400,569.5816567989372
113,18401,582.8504681203773
114,18402,597.1951290084207
115,18403,633.6843601423819
116,18404,608.9487855235609
117,18405,568.3892568626179
118,18406,570.4513018652742
119,18407,556.9673206305138
120,18408,519.8907709371192
121,18409,414.9000344975148
122,18410,351.13322149978956
123,18411,290.1288363615717
124,18412,244.20231833611643
125,18413,218.60135646757135
126,18414,235.05581806550686
127,18415,272.6026636208175
128,18416,313.91897595431925
129,18417,405.65190644612085
130,18418,575.7768114794608
131,18419,638.3240911077714
132,18420,645.0869579745255
133,18421,570.529122435313
134,18422,610.0346124930174
135,18423,602.3293789317158
136,18424,586.9558673657618
137,18425,600.629423325865
138,18426,615.411645985436
139,18427,653.0139248757204
140,18428,627.5238296771216
141,18429,585.7270951071841
142,18430,587.8520396144976
143,18431,573.9567503145013
144,18432,503.5951705942547
145,18433,401.89529288183815
146,18434,340.12720453520853
147,18435,281.03495774401813
148,18436,236.54797322198164
149,18437,211.74945499414736
150,18438,227.6881633895906
151,18439,264.058130216699
152,18440,304.07941261109613
153,18441,392.9370407179763
154,18442,557.7295036004506
155,18443,618.3162839694282
156,18444,624.8671736636813
157,18445,552.646299575402
158,18446,590.9135186090432
159,18447,583.4498000229681
160,18448,568.5581600622623
161,18449,581.8031282965438
162,18450,596.1220128741454
163,18451,632.54567551842
164,18452,607.8545489249173
165,18453,567.3679027817485
166,18454,569.4262424397787
167,18455,555.9664909368337
168,18456,491.12457867017673
169,18457,391.94310809852686
170,18458,331.704590861152
171,18459,274.0756529709193
172,18460,230.69030536341558
173,18461,206.50587602919836
174,18462,222.04989214043667
175,18463,257.51922480527156
176,18464,296.54945504078904
177,18465,383.20669028418166
178,18466,543.9183762315911
179,18467,603.0048383725689
180,18468,609.393507543499
181,18469,538.9610482410335
182,18470,576.2806512122038
183,18471,569.0017576486032
184,18472,554.4788812818992
185,18473,567.3958626657463
186,18474,581.3601668645002
187,18475,616.8818656700807
188,18476,592.8021686173536
189,18477,553.3180984953771
190,18478,555.325467223948
191,18479,542.1990212771198
192,18480,375.2072488776831
193,18481,299.43501444055653
194,18482,253.41425044152027
195,18483,209.38714167802618
196,18484,176.24178991923029
197,18485,157.76547333833628
198,18486,169.64072408917446
199,18487,196.738432708717
200,18488,226.55658057943432
201,18489,292.7606034346113
202,18490,415.5404278736511
203,18491,460.68104976201334
204,18492,465.56183783029724
205,18493,411.75314970044735
206,18494,440.26441989167904
207,18495,434.70352201060155
208,18496,423.6083972214975
209,18497,433.47665725026786
210,18498,444.1450464705601
211,18499,471.28276154967887
212,18500,452.88645788793673
213,18501,422.7215873675601
214,18502,424.25516831797717
215,18503,414.2268824509028
216,18504,369.8130056902584
217,18505,295.1301261646668
218,18506,249.7709890223196
219,18507,206.37684492627227
220,18508,173.70801404614937
221,18509,155.4973259816108
222,18510,167.20184977913644
223,18511,193.9099826893796
224,18512,223.29944390360416
225,18513,288.55167118357605
226,18514,409.56632655001783
227,18515,454.05797512343
228,18516,458.86859355116104
229,18517,405.8334969503578
230,18518,433.9348690773759
231,18519,428.4539185736498
232,18520,417.51830509858956
233,18521,427.24469208361893
234,18522,437.75970504040754
235,18523,464.50726924923885
236,18524,446.3754437818758
237,18525,416.64424464655593
238,18526,418.15577775909435
239,18527,408.2716655797134
240,18528,519.5343424670691
241,18529,414.615585931034
242,18530,350.8924904002601
243,18531,289.92992885437485
244,18532,244.0348972862095
245,18533,218.45148701153897
246,18534,234.8946677041368
247,18535,272.415771766302
248,18536,313.7037583228975
249,18537,405.373798242494
250,18538,575.3820684690471
251,18539,637.8864667222115
252,18540,644.6446970798655
253,18541,570.1379771532721
254,18542,609.6163829037201
255,18543,601.9164319224587
256,18544,586.5534601804699
257,18545,600.2176417779117
258,18546,614.9897299913625
259,18547,652.5662293843285
260,18548,627.0936097712582
261,18549,585.3255303477259
262,18550,587.4490180284096
263,18551,573.5632551077663
264,18552,513.0578301541573
265,18553,409.4469902715898
266,18554,346.51826650623593
267,18555,286.31566392399435
268,18556,240.9927595719842
269,18557,215.72827195190348
270,18558,231.96647204261595
271,18559,269.0198382237804
272,18560,309.79312896250303
273,18561,400.3204106585621
